Variable,Dimensions,Units,Description,Shape,Standard_Description
SWDOWN,"Time, south_north, west_east",W m-2,DOWNWARD SHORT WAVE FLUX AT GROUND SURFACE,"(121, 156, 273)",Downward shortwave radiation flux at ground surface
