timestamp,SWDOWN,lat_min,lat_max,lon_min,lon_max,date,hour,day,month
2019-03-01 00:00:00,0.0,19.3,19.75,-99.26,-98.88,2019-03-01,0,1,3
2019-03-01 01:00:00,0.0,19.3,19.75,-99.26,-98.88,2019-03-01,1,1,3
2019-03-01 02:00:00,0.0,19.3,19.75,-99.26,-98.88,2019-03-01,2,1,3
2019-03-01 03:00:00,0.0,19.3,19.75,-99.26,-98.88,2019-03-01,3,1,3
2019-03-01 04:00:00,0.0,19.3,19.75,-99.26,-98.88,2019-03-01,4,1,3
2019-03-01 05:00:00,0.0,19.3,19.75,-99.26,-98.88,2019-03-01,5,1,3
2019-03-01 06:00:00,0.0,19.3,19.75,-99.26,-98.88,2019-03-01,6,1,3
2019-03-01 07:00:00,0.0,19.3,19.75,-99.26,-98.88,2019-03-01,7,1,3
2019-03-01 08:00:00,0.0,19.3,19.75,-99.26,-98.88,2019-03-01,8,1,3
2019-03-01 09:00:00,0.0,19.3,19.75,-99.26,-98.88,2019-03-01,9,1,3
2019-03-01 10:00:00,0.0,19.3,19.75,-99.26,-98.88,2019-03-01,10,1,3
2019-03-01 11:00:00,0.0,19.3,19.75,-99.26,-98.88,2019-03-01,11,1,3
2019-03-01 12:00:00,0.0,19.3,19.75,-99.26,-98.88,2019-03-01,12,1,3
2019-03-01 13:00:00,0.0,19.3,19.75,-99.26,-98.88,2019-03-01,13,1,3
2019-03-01 14:00:00,113.55265,19.3,19.75,-99.26,-98.88,2019-03-01,14,1,3
2019-03-01 15:00:00,328.6391,19.3,19.75,-99.26,-98.88,2019-03-01,15,1,3
2019-03-01 16:00:00,565.3069,19.3,19.75,-99.26,-98.88,2019-03-01,16,1,3
2019-03-01 17:00:00,851.7952,19.3,19.75,-99.26,-98.88,2019-03-01,17,1,3
2019-03-01 18:00:00,979.5586,19.3,19.75,-99.26,-98.88,2019-03-01,18,1,3
2019-03-01 19:00:00,1029.2346,19.3,19.75,-99.26,-98.88,2019-03-01,19,1,3
2019-03-01 20:00:00,994.3747,19.3,19.75,-99.26,-98.88,2019-03-01,20,1,3
2019-03-01 21:00:00,879.59845,19.3,19.75,-99.26,-98.88,2019-03-01,21,1,3
2019-03-01 22:00:00,693.8063,19.3,19.75,-99.26,-98.88,2019-03-01,22,1,3
2019-03-01 23:00:00,451.9428,19.3,19.75,-99.26,-98.88,2019-03-01,23,1,3
2019-03-02 00:00:00,0.0,19.3,19.75,-99.26,-98.88,2019-03-02,0,2,3
2019-03-02 00:00:00,179.90344,19.3,19.75,-99.26,-98.88,2019-03-02,0,2,3
