2022-05-02 15:00:00,163.33
2022-05-02 16:00:00,165
2022-05-05 14:00:00,161
2022-05-05 15:00:00,163
2022-05-05 16:00:00,157
2022-05-20 13:00:00,158
2022-05-20 14:00:00,163.25
2022-05-20 15:00:00,162.75
2022-05-20 16:00:00,158.5
